category,file,MAE,MAPE(%),MASE_lag1,MASE_lastValue,R2,RMSSE,SMAPE(%),nMAE,nRMSE
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071138/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071152/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071206/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071220/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071234/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071248/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071302/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071316/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071331/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071345/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071359/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071414/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071430/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071445/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071500/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071516/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071531/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071546/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071600/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
30,6vD1_Lancher-AverageValueNaive_G5_30d-30Seed/260428_071614/30/forecast_Wh_metrics_30d.json,[0.47707647028711897],[8.360702230904677],[0.6673292459316205],[0.6416489442112042],[-0.38581179663008824],[0.5455165762479605],[8.76752982196836],[0.08736563953278391],[0.1069369994541951]
