LocalTime,W,DHT11_temp,DHT11_humidity,LM35_tempC,INA219_busVoltage_V,INA219_shuntVoltage_mV,INA219_current_mA,INA219_power_mW,ACS712_20A_current_A,,,,,
2025/4/23 02:38,0,33,56,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 02:39,0,33,56,33.69,0,0,0,0,0.12,,,,,
2025/4/23 02:40,0,33,57,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 02:41,0,33,57,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/23 02:42,0,34,57,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 02:43,0,34,57,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/23 02:44,0,34,57,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 02:46,0,34,57,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 02:47,0,34,57,33.69,0,0,0,0,0.13,,,,,
2025/4/23 02:48,0,34,57,33.2,0,0,0,0,0.13,,,,,
2025/4/23 02:49,0,34,57,34.18,0,-0.01,-2,0,0.13,,,,,
2025/4/23 02:50,0,34,57,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 02:51,0,34,57,33.69,0,-0.01,-1,0,0.11,,,,,
2025/4/23 02:53,0,34,57,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/23 02:54,0,34,57,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 02:55,0,34,57,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 02:56,0,34,57,34.18,0,-0.02,-2,0,0.11,,,,,
2025/4/23 02:57,0,34,57,34.18,0,0,0,0,0.12,,,,,
2025/4/23 02:58,0,34,57,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 02:59,0,34,57,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:01,0,34,57,34.18,0,-0.02,-2,0,0.13,,,,,
2025/4/23 03:02,0,34,57,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:03,0,34,57,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:04,0,34,57,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:05,0,34,57,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:06,0,34,57,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:07,0,34,57,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:08,0,34,57,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:10,0,34,57,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:11,0,34,57,33.69,0,-0.02,-2,0,0.13,,,,,
2025/4/23 03:12,0,34,58,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:13,0,34,58,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:14,0,34,58,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:15,0,34,58,33.69,0,-0.02,-2,0,0.13,,,,,
2025/4/23 03:16,0,34,58,33.2,0,0,0,0,0.12,,,,,
2025/4/23 03:18,0,34,58,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:19,0,34,59,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:20,0,34,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:21,0,34,59,33.69,0,0,0,0,0.12,,,,,
2025/4/23 03:22,0,34,58,34.67,0,-0.01,-2,0,0.12,,,,,
2025/4/23 03:23,0,34,58,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:24,0,34,58,34.18,0,0,0,0,0.12,,,,,
2025/4/23 03:26,0,34,58,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:27,0,34,58,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:28,0,34,57,33.2,0,0,0,0,0.13,,,,,
2025/4/23 03:29,0,34,57,34.18,0,-0.02,-2,0,0.11,,,,,
2025/4/23 03:30,0,34,57,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:31,0,34,57,33.69,0,0,0,0,0.12,,,,,
2025/4/23 03:32,0,34,56,34.18,0,-0.01,-1,0,0.11,,,,,
2025/4/23 03:34,0,34,56,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 03:35,0,34,56,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:36,0,34,56,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:37,0,34,56,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:38,0,34,56,33.2,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:39,0,33,56,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:40,0,33,56,34.67,0,0,0,0,0.11,,,,,
2025/4/23 03:42,0,33,56,31.74,0,-0.02,-2,0,0.11,,,,,
2025/4/23 03:43,0,33,56,34.18,0,0,0,0,0.12,,,,,
2025/4/23 03:44,0,33,56,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:45,0,33,56,34.18,0,0,0,0,0.12,,,,,
2025/4/23 03:46,0,34,57,33.69,0,-0.02,-2,0,0.13,,,,,
2025/4/23 03:47,0,34,57,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:48,0,33,58,34.18,0,-0.01,-1,0,0.11,,,,,
2025/4/23 03:49,0,33,58,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:51,0,34,58,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 03:52,0,33,58,33.69,0,0,0,0,0.12,,,,,
2025/4/23 03:53,0,34,59,33.69,0,-0.01,-2,0,0.13,,,,,
2025/4/23 03:54,0,33,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:55,0,33,58,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 03:56,0,34,58,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 03:57,0,33,58,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 03:59,0,34,58,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:00,0,34,58,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:01,0,34,57,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 04:02,0,34,57,34.18,0,0,0,0,0.11,,,,,
2025/4/23 04:03,0,34,57,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:04,0,34,57,33.69,0,0,0,0,0.12,,,,,
2025/4/23 04:05,0,34,56,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 04:07,0,34,56,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 04:08,0,34,56,34.67,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:09,0,34,57,34.18,0,-0.02,-2,0,0.13,,,,,
2025/4/23 04:10,0,34,57,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:11,0,34,57,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 04:12,0,33,58,33.2,0,-0.02,-2,0,0.11,,,,,
2025/4/23 04:13,0,34,58,33.69,0,-0.02,-2,0,0.13,,,,,
2025/4/23 04:15,0,34,58,33.69,0,0,0,0,0.12,,,,,
2025/4/23 04:16,0,34,59,33.2,0,-0.01,-2,0,0.13,,,,,
2025/4/23 04:17,0,34,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:18,0,34,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:19,0,34,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:20,0,34,60,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:22,0,34,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:23,0,34,60,33.2,0,-0.01,-1,0,0.11,,,,,
2025/4/23 04:24,0,34,60,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:25,0,34,60,33.69,0,0,0,0,0.12,,,,,
2025/4/23 04:26,0,34,60,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:27,0,34,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:28,0,34,60,33.2,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:29,0,34,61,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:31,0,34,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:32,0,34,59,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/23 04:33,0,34,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:34,0,34,59,34.18,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:35,0,33,60,34.18,0,0,0,0,0.12,,,,,
2025/4/23 04:36,0,34,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:37,0,33,60,34.18,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:39,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:40,0,33,59,33.2,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:41,0,33,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:42,0,33,59,33.69,0,0,0,0,0.11,,,,,
2025/4/23 04:43,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:44,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:45,0,33,60,33.69,0,-0.02,-2,0,0.13,,,,,
2025/4/23 04:47,0,33,60,33.2,0,-0.01,-1,0,0.11,,,,,
2025/4/23 04:48,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 04:49,0,33,60,33.69,0,0,0,0,0.12,,,,,
2025/4/23 04:50,0,33,60,32.71,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:51,0,33,60,34.18,0,-0.01,-1,0,0.11,,,,,
2025/4/23 04:52,0,33,61,34.18,0,-0.01,-1,0,0.11,,,,,
2025/4/23 04:53,0,33,61,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:55,0,33,61,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/23 04:56,0,33,60,34.67,0,0,0,0,0.12,,,,,
2025/4/23 04:57,0,33,60,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/23 04:58,0,33,60,34.67,0,0,0,0,0.12,,,,,
2025/4/23 04:59,0,33,59,34.18,0,-0.01,-1,0,0.11,,,,,
2025/4/23 05:00,0,33,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 05:01,0,33,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/23 05:03,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 05:04,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 05:05,0,33,60,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/23 05:06,0,33,60,34.18,0,0,0,0,0.12,,,,,
2025/4/23 05:07,0,33,61,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 05:08,0.0013,33,61,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/23 05:09,0.0012,33,61,34.18,0.01,-0.02,-2,0,0.13,,,,,
2025/4/23 05:11,0.0026,33,61,34.18,0.01,-0.01,-1,0,0.12,,,,,
2025/4/23 05:12,0.0024,33,61,33.69,0.02,-0.02,-2,0,0.13,,,,,
2025/4/23 05:13,0.0036,33,61,34.18,0.02,-0.01,-1,0,0.12,,,,,
2025/4/23 05:14,0.006,33,61,34.18,0.03,0,0,0,0.12,,,,,
2025/4/23 05:15,0.0084,33,61,34.67,0.05,-0.01,-1,0,0.12,,,,,
2025/4/23 05:16,0.0143,33,61,34.67,0.07,-0.01,-1,0,0.12,,,,,
2025/4/23 05:17,0.0204,33,60,33.69,0.11,-0.01,-1,0,0.13,,,,,
2025/4/23 05:18,0.0312,34,60,34.18,0.17,-0.01,-1,0,0.12,,,,,
2025/4/23 05:20,0.0468,34,60,34.18,0.26,0,0,0,0.12,,,,,
2025/4/23 05:21,0.0564,34,60,33.69,0.36,-0.01,-1,0,0.13,,,,,
2025/4/23 05:22,0.0638,34,60,33.2,0.47,-0.01,-1,0,0.12,,,,,
2025/4/23 05:23,0.0876,34,60,33.69,0.58,0,0,0,0.11,,,,,
2025/4/23 05:24,0.13,34,60,33.69,0.73,-0.01,-1,0,0.12,,,,,
2025/4/23 05:25,0.192,34,60,33.69,1,-0.02,-2,0,0.13,,,,,
2025/4/23 05:26,0.2484,34,60,33.2,1.6,0,0,0,0.12,,,,,
2025/4/23 05:28,0.282,34,60,34.18,2.07,-0.01,-1,0,0.12,,,,,
2025/4/23 05:29,0.288,34,60,33.69,2.35,-0.01,-1,0,0.12,,,,,
2025/4/23 05:30,0.2904,34,59,33.69,2.4,0,0,0,0.12,,,,,
2025/4/23 05:31,0.288,34,59,33.69,2.42,-0.02,-2,0,0.12,,,,,
2025/4/23 05:32,0.2796,34,59,34.67,2.4,-0.01,-1,0,0.12,,,,,
2025/4/23 05:33,0.2712,34,59,33.69,2.33,-0.01,-1,0,0.12,,,,,
2025/4/23 05:34,0.2724,34,59,34.67,2.26,-0.01,-2,0,0.12,,,,,
2025/4/23 05:36,0.2784,34,59,34.67,2.27,0,0,0,0.12,,,,,
2025/4/23 05:37,0.3068,34,59,33.69,2.32,-0.02,-2,0,0.12,,,,,
2025/4/23 05:38,0.2844,34,59,34.18,2.36,-0.02,-2,0,0.13,,,,,
2025/4/23 05:39,0.2868,34,59,33.69,2.37,-0.01,-1,0,0.12,,,,,
2025/4/23 05:40,0.288,34,59,33.2,2.39,-0.01,-1,0,0.12,,,,,
2025/4/23 05:41,0.2904,34,59,33.69,2.4,0,-1,0,0.12,,,,,
2025/4/23 05:42,0.2916,34,60,34.18,2.42,-0.02,-2,0,0.12,,,,,
2025/4/23 05:44,0.2928,34,60,33.69,2.43,-0.01,-1,0,0.12,,,,,
2025/4/23 05:45,0.2952,34,60,34.18,2.44,-0.01,-1,0,0.12,,,,,
2025/4/23 05:46,0.2964,34,60,33.69,2.46,-0.01,-1,0,0.12,,,,,
2025/4/23 05:47,0.2976,34,60,33.69,2.47,0,0,0,0.12,,,,,
2025/4/23 05:48,0.3,34,60,34.18,2.48,0,0,0,0.12,,,,,
2025/4/23 05:49,0.3024,34,60,33.69,2.5,-0.01,-1,0,0.12,,,,,
2025/4/23 05:50,0.3036,34,60,34.67,2.52,-0.01,-1,0,0.12,,,,,
2025/4/23 05:52,0.3048,34,60,33.69,2.53,-0.01,-1,0,0.12,,,,,
2025/4/23 05:53,0.3315,34,60,34.18,2.54,-0.01,-1,0,0.12,,,,,
2025/4/23 05:54,0.3072,34,60,33.2,2.55,-0.01,-1,0,0.13,,,,,
